2	0
3	0
4	0.0561205434507572
5	-0.113333232484093
6	-0.0850087496082728
7	-0.0209247704563051
8	0.0429406951625368
9	-0.0410848625658142
10	0.029196572128114
11	-0.248859500620508
12	-0.00442897240464591
13	-0.074980783953572
14	-0.00330846464578769
15	-0.0251056402866381
16	0.143519461975536
17	0.0051403193046213
18	0.00477365367163479
19	0.0140743454903896
20	-0.0129841496641856
21	0.00873437240340206
22	-0.269031469265304
23	-0.00413770220835704
24	0.0133764261183588
25	0.0117715218142647
26	-0.0345542212310136
27	0.00994641713098399
28	-0.0170691415760942
29	0.0192534672894598
30	0.0230489786040452
31	-0.00902050111120272
32	0.000287714801193504
33	0.00972594189522714
34	0.0198960186381364
35	0.00424972129855468
36	0.0239851752920651
37	-0.21694829083373
56	-0.156652494680974
